entid,Action_Grade,ENTTYPE,INDUSTRYPHY,RECCAP,Social,Inconfidence,ANCHEYEAR,ANCHEDATE,BUSST,Al_ratio,Ratio,Year,Frequency,CONAM_new,CONPROP_new,ttype,debt,taxtype,total_profit,assets_re,tax_state,CaseType
1151486512,10.0,3,11,0.0,0.0,0.0,2014.0,2017/6/23,11.0,-0.8248835086294749,0.0,2014.0,0.0,,,,0.0,10.0,0.0,,5.0,3
55745086,10.0,3,11,1150.0,0.0,0.0,2017.0,2018/10/17,11.0,0.0,0.0,2013.0,8.0,,,,0.0,10.0,-978916.6466681308,8510851.959672457,5.0,3
1145631240,10.0,5,11,100.0,0.0,0.0,2017.0,,11.0,0.0,1.0,2017.0,0.0,-101.48148793287753,-98.86102830149107,4.0,0.0,10.0,0.0,,5.0,3
272730092,15.0,8,11,50000.0,0.0,0.0,2014.0,2015/6/29,0.0,70.5749477090652,0.9620639778792932,2012.0,6.0,1.155742772949452,-68.24101443758049,2.0,0.0,10.0,0.0,,5.0,3
493833765,10.0,5,11,480.0,0.0,0.0,2013.0,2015/12/30,0.0,0.0,0.0,2013.0,0.0,,,,0.0,10.0,0.0,,5.0,3
215297274,10.0,17,11,0.0,0.0,0.0,2014.0,2015/11/30,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,,5.0,3
1088282626,10.0,3,11,0.0,0.0,0.0,2014.0,2015/7/23,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,-58389.28748048183,2.316262329758181,5.0,3
109197793,10.0,5,11,0.0,0.0,0.0,2015.0,,11.0,0.0,0.0,2015.0,0.0,,,,0.0,10.0,0.0,,5.0,3
677486778,10.0,16,11,0.0,0.0,0.0,2017.0,,11.0,0.0,0.0,2017.0,0.0,,,,0.0,10.0,0.0,,5.0,3
842321361,10.0,3,11,10.0,0.0,0.0,2013.0,2015/5/30,0.0,0.0,0.0,2013.0,0.0,,,,0.0,10.0,0.0,,5.0,3
758105004,10.0,3,11,0.0,0.0,0.0,2014.0,2015/1/17,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,-1718.3750589032252,4998.354580675323,5.0,3
769345668,10.0,5,11,0.0,0.0,0.0,2014.0,,11.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,,5.0,3
304078443,10.0,3,11,10.0,0.0,0.0,2013.0,2015/4/30,0.0,0.0,0.0,2013.0,0.0,,,,0.0,10.0,0.9279373743870324,-0.494944500751925,5.0,3
689807604,10.0,3,11,50.0,0.0,0.0,2014.0,2015/3/30,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,,5.0,3
560635202,10.0,3,9,0.0,0.0,0.0,2014.0,2015/10/14,0.0,-56.50131559722844,0.0,2015.0,1.0,,,,0.0,10.0,7422.576312212846,37998.46868370767,5.0,3
332412177,10.0,3,11,50.0,0.0,0.0,2014.0,2015/2/28,0.0,-26.835935855613624,0.0,2014.0,0.0,,,,0.0,10.0,0.0,,5.0,3
950964030,10.0,5,11,30.0,0.0,0.0,2013.0,2015/5/9,0.0,-6.94809075473992e-05,0.0,2013.0,0.0,,,,0.0,10.0,0.0,,5.0,3
351807698,10.0,5,11,100.0,0.0,0.0,2014.0,2015/11/30,0.0,0.0,0.0,2014.0,1.0,0.2446851671694645,-99.77647867265459,2.0,0.0,10.0,0.0206924443246699,1.5637489364775867,5.0,3
122220175,10.0,3,11,0.0,0.0,0.0,2015.0,2016/12/20,11.0,-1.3110717080760323,0.0,2015.0,0.0,,,,0.0,10.0,0.9423150399043514,-1.13888060648124,5.0,3
1164000197,10.0,3,11,3.0,0.0,0.0,2013.0,2014/11/27,0.0,0.0,0.0,2013.0,0.0,,,,0.0,10.0,-697.3249461822376,29301.94095058465,5.0,3
749517298,10.0,3,11,100.0,0.0,0.0,2013.0,2014/9/27,0.0,0.0,0.0,2013.0,1.0,,,,0.0,10.0,-828.1520891020473,998100.6089380078,5.0,3
29156211,10.0,3,11,490.0,0.0,0.0,2015.0,2017/10/11,11.0,0.0,0.0,2015.0,0.0,-1.6767042469318767,-91.64760417717413,2.0,0.0,10.0,-42262.510156219934,4857739.479042871,5.0,3
275122329,10.0,3,14,20.0,0.0,0.0,2014.0,2015/1/30,0.0,0.0,0.0,2013.0,5.0,,,,0.0,10.0,0.4125463723014275,-1.4873340759050064,5.0,3
21702078,10.0,3,11,0.0,0.0,0.0,2017.0,2018/2/26,11.0,0.0,0.9996175759751328,2017.0,0.0,,,,0.0,10.0,-0.4615214661605282,0.8793827414680478,5.0,3
521978266,10.0,3,11,1000.0,0.0,0.0,2013.0,2015/3/7,0.0,0.0,0.0,2013.0,0.0,,,,0.0,10.0,0.0,,5.0,3
808713634,10.0,8,11,30.0,0.0,0.0,2013.0,2015/2/28,0.0,0.0,0.0,2013.0,0.0,,,,0.0,10.0,0.0,,5.0,3
747756688,10.0,23,9,0.0,0.0,0.0,2016.0,2018/5/12,11.0,0.0,0.0,2011.0,24.0,,,,0.0,10.0,0.0,,5.0,3
534061844,15.0,16,9,0.0,0.0,0.0,2017.0,,11.0,0.0,0.0,2011.0,5.0,,,,0.0,10.0,0.3883135411922596,-0.0026185228888466,5.0,3
541611389,10.0,51,9,0.0,0.0,0.0,2015.0,,11.0,0.0,0.0,2015.0,0.0,,,,0.0,10.0,0.0,,5.0,3
16370806,10.0,3,11,50.0,0.0,0.0,2016.0,2017/2/22,11.0,0.0,0.0,2016.0,0.0,,,,0.0,10.0,0.0,,5.0,3
267064445,10.0,7,11,6000.0,0.0,0.0,2017.0,2018/8/4,11.0,0.0,0.0,2015.0,3.0,,,,0.0,10.0,6918610.315256925,56860001.12184995,5.0,3
753544918,10.0,7,11,2000.0,0.0,0.0,2016.0,2017/3/12,13.0,0.1616030474636478,0.0,2016.0,0.0,,,,0.0,10.0,0.0,,5.0,3
137040147,10.0,3,9,0.0,0.0,0.0,2017.0,2018/5/22,11.0,1.290092741261218,0.0,2015.0,1.0,,,,0.0,10.0,-1.8213292703862245,-0.1678964532984971,5.0,3
462629255,10.0,21,11,0.0,0.0,0.0,2017.0,,18.0,0.0,0.0,2017.0,0.0,,,,0.0,10.0,-1.5902066777677957,-0.6181635216350194,5.0,3
1036107901,10.0,8,11,0.0,0.0,0.0,2015.0,2016/12/9,11.0,-0.053773515231307835,0.0,2015.0,0.0,,,,0.0,10.0,2.636096146631348,10000000.32423424,5.0,3
370924930,10.0,5,11,0.0,0.0,0.0,2017.0,2018/1/21,11.0,7.379856895883771,0.0,2015.0,2.0,,,,0.0,10.0,-0.657902558150251,2000001.770796071,5.0,3
473603328,10.0,3,11,50.0,0.0,0.0,2015.0,,11.0,0.0,0.0,2015.0,0.0,,,,0.0,10.0,0.0,,5.0,3
1126948899,10.0,3,11,50.0,0.0,0.0,2015.0,2017/4/20,11.0,4.753534403308076,0.0,2015.0,0.0,,,,0.0,10.0,0.4870568206320755,0.8073154840009095,5.0,3
1094770755,10.0,3,11,100.0,0.0,0.0,2016.0,2017/5/21,11.0,0.0,0.0,2012.0,3.0,,,,0.0,10.0,0.0,101.06548578772829,5.0,3
779853295,10.0,8,11,5000.0,0.0,0.0,2015.0,2016/5/21,0.0,0.0,1.0,2015.0,8.0,4250.514503757543,84.34949005509367,3.0,0.0,10.0,-344906.2877345868,4980.86582232545,5.0,3
1074043626,10.0,3,11,2000.0,0.0,0.0,2014.0,2015/3/23,11.0,0.0,0.0,2014.0,0.0,-1400.2684890815176,-40.067252466945625,4.0,0.0,10.0,-10000.65816685464,,5.0,3
579589393,10.0,8,11,0.0,0.0,0.0,2015.0,2018/1/21,11.0,0.0,0.0,2015.0,0.0,,,,0.0,10.0,0.0,10.11719012541306,5.0,3
636191915,10.0,3,11,20.0,0.0,0.0,2013.0,2015/11/30,0.0,0.0,0.0,2013.0,0.0,,,,0.0,10.0,0.0,,5.0,3
113560248,10.0,5,9,0.0,0.0,0.0,2014.0,2015/11/25,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,,5.0,3
288764239,10.0,5,11,10.0,0.0,0.0,2014.0,2015/7/18,0.0,0.0,0.0,2013.0,3.0,,,,0.0,10.0,-4489.834196985462,,5.0,3
625243944,10.0,3,11,1000.0,0.0,0.0,2013.0,2015/9/13,0.0,0.0,0.0,2012.0,2.0,,,,0.0,10.0,0.9535539617851276,0.6270703860509111,5.0,3
1179998601,10.0,3,11,490.0,0.0,0.0,2013.0,2015/10/25,0.0,0.0,0.0,2015.0,4.0,,,,0.0,10.0,-9083699.695094,22589001.45080116,5.0,3
1222676313,10.0,3,11,5.0,0.0,0.0,2014.0,2015/2/28,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,,5.0,3
576223938,10.0,5,11,50.0,0.0,0.0,2015.0,,11.0,0.0,0.0,2015.0,0.0,,,,0.0,10.0,-35557.010825693906,,5.0,3
1087388731,10.0,3,11,100.0,0.0,0.0,2014.0,2015/3/15,0.0,0.62480185600107,0.0,2014.0,0.0,,,,0.0,10.0,-1227.8607990778705,1009201.4378746313,5.0,3
98881159,10.0,3,9,0.0,0.0,0.0,2016.0,2017/6/30,11.0,173.1231135019971,0.0,2016.0,0.0,,,,0.0,10.0,0.0,,5.0,3
361556788,10.0,3,11,10.0,0.0,0.0,2013.0,2014/11/24,0.0,0.0,0.0,2013.0,0.0,,,,0.0,10.0,0.0,100000.29867917828,5.0,3
974430232,10.0,3,11,50.0,0.0,0.0,2013.0,2015/11/22,0.0,0.0,0.0,2013.0,0.0,,,,0.0,10.0,-657.3064720552704,,5.0,3
925143437,10.0,3,9,0.0,0.0,0.0,2016.0,2017/7/23,11.0,21.842938449021048,0.0,2016.0,0.0,,,,0.0,10.0,-34514.61392330588,1.687723370742638,5.0,3
188029906,10.0,1,11,5000.0,0.0,0.0,2015.0,2016/3/17,11.0,84.72159222719894,0.0,2009.0,1.0,,,,0.0,10.0,-0.511533578557946,-0.5548942980540171,5.0,3
1153663696,10.0,22,5,0.0,0.0,0.0,2014.0,2015/6/17,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,,5.0,3
140294893,10.0,27,9,0.0,0.0,0.0,2017.0,2018/1/5,11.0,0.0,0.0,2013.0,3.0,,,,0.0,10.0,-0.2440669519827233,0.1456443339010886,5.0,3
1063798897,10.0,5,11,0.0,0.0,0.0,2017.0,2018/12/1,13.0,0.0,0.0,2017.0,0.0,,,,0.0,10.0,0.798354685929157,1.1885757382370392,5.0,3
1187619116,10.0,5,11,50.0,0.0,0.0,2014.0,2015/11/12,0.0,-0.6185317484013929,0.0,2014.0,0.0,,,,0.0,10.0,-336.02204928991415,508800.857991355,5.0,3
1211146226,10.0,3,11,0.0,0.0,0.0,2014.0,2015/6/19,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,4999998.17163921,5.0,3
176707190,10.0,17,9,0.0,0.0,0.0,2015.0,,11.0,0.0,0.0,2014.0,1.0,,,,0.0,10.0,0.0,,5.0,3
6661687,10.0,3,11,0.0,0.0,0.0,2016.0,2017/1/22,11.0,0.0,0.0,2016.0,0.0,-1.1676777315500249,-1.996057053412585,5.0,0.0,10.0,0.0,,5.0,3
687207095,10.0,5,11,0.0,0.0,0.0,2016.0,,11.0,0.0,0.0,2016.0,0.0,,,,0.0,10.0,0.0,,5.0,3
77539620,10.0,3,11,5000.0,0.0,0.0,2014.0,2017/10/18,11.0,0.0,0.0,2006.0,27.0,,,,0.0,10.0,0.0,,5.0,3
1179650368,10.0,3,11,0.0,0.0,0.0,2014.0,2015/10/27,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,-2.1545148870513584,0.3524325564136855,5.0,3
1005387686,10.0,5,11,0.0,0.0,0.0,2017.0,2018/4/30,13.0,0.0,0.0,2017.0,0.0,,,,0.0,10.0,-14999.238171676348,0.8678859075578441,5.0,3
716838666,10.0,3,11,0.0,0.0,0.0,2014.0,2015/7/26,0.0,0.0,0.0,2015.0,1.0,,,,0.0,10.0,1.021802413112829,-0.4941229525162237,5.0,3
1191254660,10.0,5,11,50.0,0.0,0.0,2014.0,2015/8/27,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,9361.609339131852,566399.3705295175,5.0,3
532386625,10.0,5,11,20.0,0.0,0.0,2016.0,2018/2/26,11.0,0.0,0.0,2016.0,0.0,-16.58624689967543,-78.83519241081264,4.0,0.0,10.0,-0.1571632945852971,-1.0142985652034051,5.0,3
460609992,10.0,17,11,0.0,0.0,0.0,2014.0,2015/10/15,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,1000.3933065176103,5.0,3
860188978,10.0,3,11,490.0,0.0,0.0,2013.0,2015/5/12,0.0,0.0,0.0,2013.0,0.0,,,,0.0,10.0,0.0,,5.0,3
1094485325,10.0,3,11,0.0,0.0,0.0,2014.0,2015/1/11,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,-1.4880038216063345,5.0,3
923931235,10.0,19,11,0.0,0.0,0.0,2014.0,2015/10/26,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,-4.733218464710606,0.4523583390889857,5.0,3
6752179,15.0,27,9,0.0,0.0,0.0,2014.0,2015/10/30,0.0,0.0,0.0,2008.0,2.0,,,,0.0,10.0,-0.7098068416339142,-0.7730268067537404,5.0,3
1064971831,10.0,3,11,200.0,0.0,0.0,2013.0,2015/12/25,0.0,0.0,0.0,2013.0,0.0,,,,0.0,10.0,-363.1057897942201,1999999.540394815,5.0,3
1155942293,15.0,25,9,0.0,0.0,0.0,2017.0,2018/11/21,11.0,0.0,0.0,2013.0,12.0,,,,0.0,10.0,1.0255638339242183,-0.3492787276048238,5.0,3
944041827,10.0,3,11,0.0,0.0,0.0,2014.0,2017/10/4,9.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,999.1393500782783,5.0,3
297840921,10.0,27,9,0.0,0.0,0.0,2017.0,,11.0,0.0,0.0,2017.0,0.0,,,,0.0,10.0,0.0,,5.0,3
507433114,10.0,31,9,0.0,0.0,0.0,2013.0,2014/3/19,0.0,0.0,0.0,2015.0,5.0,,,,0.0,10.0,0.0,,5.0,3
1165654536,10.0,7,4,30000.0,0.0,0.0,2017.0,2018/8/2,11.0,8.232042725139593,0.0,2011.0,5.0,,,,0.0,10.0,0.0,,5.0,3
1141604708,10.0,5,11,0.0,0.0,0.0,2017.0,2019/7/11,0.0,0.0,0.0,2017.0,0.0,,,,0.0,10.0,0.0,,5.0,0
464489452,10.0,3,11,3.0,0.0,0.0,2013.0,2015/9/26,0.0,0.0,0.0,2013.0,0.0,,,,0.0,10.0,-1659.8245663537186,33299.64477201356,5.0,3
691939625,10.0,5,11,0.0,0.0,0.0,2014.0,2015/2/26,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,-1373.4566316660955,99.90170681237824,5.0,3
97599295,10.0,3,11,0.0,0.0,0.0,2014.0,2015/2/21,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,-1.0415284756943015,5.0,3
388851900,10.0,3,11,0.0,0.0,0.0,2015.0,,11.0,0.0,0.0,2015.0,0.0,1.899352798776892,-59.09623785457366,2.0,0.0,10.0,0.0,,5.0,3
489081781,15.0,27,9,0.0,0.0,0.0,2014.0,2016/9/12,11.0,0.0,0.0,2009.0,6.0,,,,0.0,10.0,0.0,,5.0,3
972603126,10.0,5,11,0.0,0.0,0.0,2014.0,2015/2/5,0.0,0.0,0.0,2014.0,0.0,-0.6058285542182489,-98.83480851946987,2.0,0.0,10.0,0.0,300.1144391074078,5.0,3
569311652,10.0,5,11,0.0,0.0,0.0,2014.0,2015/4/5,0.0,-0.4207981123532338,0.0,2014.0,0.0,,,,0.0,10.0,0.0,3000.0192180840886,5.0,3
938735146,10.0,5,11,0.0,0.0,0.0,2017.0,,11.0,0.0,0.0,2017.0,0.0,,,,0.0,10.0,-0.0777421278581395,0.29020142085843204,5.0,3
747551895,10.0,17,9,0.0,0.0,0.0,2017.0,2018/8/1,11.0,0.0,0.0,2016.0,4.0,,,,0.0,10.0,0.0,,5.0,3
950477262,10.0,1,11,2000.0,0.0,0.0,2015.0,2017/2/22,11.0,0.0,0.0,2008.0,1.0,,,,0.0,10.0,-1.9931227225970816,0.122044340016142,5.0,3
352833104,10.0,3,11,0.0,0.0,0.0,2014.0,2015/11/18,0.0,-0.07221731481653451,0.0,2014.0,0.0,,,,0.0,10.0,-15131.894486424851,98.72295985258137,5.0,3
1127446955,10.0,3,11,0.0,0.0,1.0,2014.0,2015/3/29,4.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,,5.0,3
307832564,10.0,5,11,0.0,0.0,0.0,2014.0,2015/1/20,0.0,643.8100264227022,0.0,2014.0,0.0,,,,0.0,10.0,-427.5844306046264,-0.8416527339792156,5.0,3
864229628,10.0,5,11,0.0,0.0,0.0,2017.0,2018/2/21,11.0,21.61801504761972,0.0,2017.0,0.0,,,,0.0,10.0,-0.7557033185489506,-0.2660263528237253,5.0,3
363413732,10.0,5,11,0.0,0.0,0.0,2017.0,,9.0,0.0,0.0,2017.0,0.0,,,,0.0,10.0,0.0,,5.0,3
997864454,10.0,5,11,10.0,0.0,0.0,2013.0,2014/1/30,0.0,0.0,0.0,2013.0,0.0,,,,0.0,10.0,-1329.9150809487269,,5.0,3
915691115,10.0,17,11,0.0,0.0,0.0,2014.0,2015/9/16,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,-69195.00783644048,,5.0,3
494655806,10.0,17,11,0.0,0.0,0.0,2015.0,2016/1/18,11.0,0.0,0.0,2015.0,0.0,,,,0.0,10.0,0.0,1.9398114602935257,5.0,3
198645614,15.0,3,11,66.0,0.0,0.0,2017.0,2018/10/24,11.0,1.3029592008328408,1.0,2013.0,3.0,,,,0.0,10.0,-5760.915710394084,61001.66250414909,5.0,3
1042476978,10.0,17,10,0.0,0.0,0.0,2018.0,,18.0,0.0,0.0,2018.0,0.0,,,,0.0,10.0,-0.6347672037962603,0.0352388096257212,5.0,3
836262811,10.0,3,11,3.0,0.0,0.0,2013.0,2015/6/5,0.0,0.0,0.0,2013.0,0.0,,,,0.0,10.0,-10047.506663418815,10000.787324167371,5.0,3
1093842360,10.0,5,11,0.0,0.0,0.0,2014.0,2015/4/30,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,100.5493128094358,5.0,3
899638937,10.0,5,11,0.0,0.0,0.0,2017.0,,11.0,107.30532538765188,0.0,2017.0,0.0,,,,0.0,10.0,0.0,,5.0,3
173608654,10.0,17,9,0.0,0.0,0.0,2016.0,2017/7/11,11.0,0.0,0.0,2016.0,0.0,,,,0.0,10.0,0.1839899381870088,-2.083131647904969,5.0,3
434369652,10.0,3,9,0.0,0.0,0.0,2014.0,2015/3/30,0.0,0.0,0.0,2015.0,2.0,,,,0.0,10.0,-464373.9139857089,1999.3355885981812,5.0,3
109349946,10.0,5,11,0.0,0.0,0.0,2014.0,2015/9/27,9.0,-12.031627735216286,0.0,2014.0,0.0,,,,0.0,10.0,0.0,11.79503673218759,5.0,3
450806114,10.0,5,9,0.0,0.0,0.0,2014.0,,11.0,0.0,0.0,2014.0,0.0,0.8237048793419746,-100.7820823225024,2.0,0.0,10.0,0.0,7.735920969186098,5.0,3
729451269,10.0,3,11,0.0,0.0,0.0,2015.0,2017/9/28,11.0,0.0,0.0,2015.0,0.0,,,,0.0,10.0,-0.2469707198774543,-0.7044074913446879,5.0,3
376845234,15.0,23,9,0.0,0.0,0.0,2013.0,2014/3/26,0.0,0.0,0.0,2013.0,0.0,,,,0.0,10.0,-0.4461095189104099,-0.2864382723935876,5.0,3
379903178,10.0,5,10,0.0,0.0,0.0,2017.0,,13.0,-87.88688935426607,0.0,2017.0,0.0,,,,0.0,10.0,0.0,,5.0,3
379192079,10.0,3,9,60.0,0.0,0.0,2016.0,,11.0,0.0,0.0,2016.0,0.0,,,,0.0,10.0,0.0,,5.0,3
169464023,10.0,5,11,70000.0,0.0,0.0,2015.0,2016/4/19,11.0,-1.4588856549309417,0.0,2016.0,2.0,0.2726072081050006,-99.9223738063462,2.0,0.0,10.0,0.20690785199046105,1.3962155033443602,5.0,3
100233421,10.0,3,11,0.0,0.0,0.0,2014.0,2015/2/26,0.0,233.78192385192062,0.0,2014.0,0.0,,,,0.0,10.0,0.2669835025278106,0.9140463860094782,5.0,3
362903000,10.0,6,2,1000.0,0.0,0.0,2015.0,2016/1/20,11.0,0.0,0.0,2015.0,0.0,,,,0.0,10.0,-2133830.572517676,50549997.94276934,5.0,3
932526009,10.0,3,11,100.0,0.0,0.0,2013.0,2015/3/26,0.0,-1.4723678144891237,0.0,2013.0,0.0,,,,0.0,10.0,-0.9120829922938476,-0.4712130241942776,5.0,3
959080401,10.0,3,11,10.0,0.0,0.0,2013.0,2015/12/24,4.0,0.0,0.0,2013.0,0.0,,,,0.0,10.0,0.0,,5.0,3
183833080,10.0,3,11,100.0,0.0,0.0,2015.0,2016/4/15,0.0,0.0,0.0,2015.0,0.0,,,,0.0,10.0,-1.6021547080965943,999998.9694533113,5.0,3
849285849,10.0,3,11,0.0,0.0,0.0,2015.0,2017/6/27,11.0,0.0,0.0,2015.0,0.0,,,,0.0,10.0,-1.0943372900732302,0.0637492051204025,5.0,3
255617404,10.0,17,11,0.0,0.0,0.0,2014.0,2015/5/25,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,9.22110806781241,5.0,3
841541151,10.0,3,11,10.0,0.0,0.0,2013.0,2015/7/26,0.0,-4.3937365710667935,0.0,2013.0,0.0,,,,0.0,10.0,-0.5966315772545313,50000.13870764231,5.0,3
332785190,10.0,3,11,0.0,0.0,0.0,2014.0,2017/7/1,11.0,0.0,0.0,2015.0,2.0,,,,0.0,10.0,0.0,3.3728754373755923,5.0,3
1030735457,10.0,5,11,20.0,0.0,0.0,2014.0,2015/11/24,0.0,0.0,0.0,2014.0,0.0,1.4160216696204555,-99.94152259642117,2.0,0.0,10.0,0.0,,5.0,3
704862560,10.0,14,9,0.0,0.0,0.0,2015.0,2016/7/15,11.0,0.22990655410330274,0.0,2015.0,0.0,-0.6692726403000098,0.094614546040709,4.0,0.0,10.0,27044998.41990289,321660999.9725734,5.0,3
1066984012,15.0,5,11,0.0,0.0,0.0,2014.0,2015/2/28,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,,5.0,3
799568105,10.0,5,11,0.0,0.0,0.0,2014.0,2017/10/26,11.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.5283821979290985,-0.1837917095272855,5.0,0
922231918,10.0,25,9,0.0,0.0,0.0,2013.0,2016/9/7,0.0,0.0,0.0,2016.0,2.0,,,,0.0,10.0,-0.0843832990113273,1.9048574323919167,5.0,3
417928253,10.0,3,11,1000.0,0.0,0.0,2013.0,2015/11/11,0.0,0.0,0.0,2011.0,1.0,,,,0.0,10.0,-0.8474763511954241,10010002.214807054,5.0,3
190741069,10.0,7,11,10000.0,0.0,0.0,2014.0,2015/7/26,4.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,,5.0,3
1051752215,10.0,5,11,10.0,0.0,0.0,2017.0,,11.0,0.0,0.0,2017.0,0.0,,,,0.0,10.0,0.6603034699458213,99999.36074880822,5.0,3
69864218,10.0,5,11,300.0,0.0,0.0,2013.0,2015/10/17,4.0,0.0,0.0,2013.0,0.0,,,,0.0,10.0,1.3562153502382344,0.3587495009157707,5.0,3
619642009,10.0,27,3,0.0,0.0,0.0,2013.0,2015/2/7,0.0,0.0,0.0,2015.0,3.0,,,,0.0,10.0,0.0,,5.0,3
586195456,10.0,57,9,0.0,0.0,0.0,2017.0,,11.0,0.0,0.0,2017.0,0.0,,,,0.0,10.0,0.0,,5.0,3
210383067,10.0,3,11,10.0,0.0,0.0,2014.0,2015/6/4,0.0,-5.845545208531537,0.0,2016.0,3.0,,,,0.0,10.0,-12324.346999349322,,5.0,3
1151359164,10.0,5,11,0.0,0.0,0.0,2014.0,2015/2/27,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,,5.0,3
970738170,10.0,5,11,0.0,0.0,0.0,2017.0,2018/10/12,11.0,57.13425044596625,0.0,2017.0,0.0,,,,0.0,10.0,-0.6207869750647338,0.707176847756229,5.0,3
1116658045,10.0,5,11,0.0,0.0,0.0,2017.0,,13.0,77.99382300761391,0.0,2014.0,1.0,,,,0.0,10.0,0.0,,5.0,3
527302025,10.0,5,9,0.0,0.0,0.0,2014.0,2015/3/29,11.0,156.04707452164715,0.0,2014.0,0.0,-0.4596347826452494,-100.54492294878182,2.0,0.0,10.0,-2.541373730870409,-0.5032643007671721,5.0,3
739577462,10.0,3,11,0.0,0.0,0.0,2015.0,2016/7/29,0.0,0.0,0.0,2014.0,2.0,,,,0.0,10.0,2.5439929689435123,0.0192159788794506,5.0,3
8485337,10.0,3,9,1000.0,0.0,0.0,2016.0,2017/7/14,11.0,0.0,0.0,2016.0,0.0,,,,0.0,10.0,0.0,,5.0,3
468888250,10.0,25,9,0.0,0.0,0.0,2015.0,,11.0,0.0,0.0,2015.0,0.0,,,,0.0,10.0,2.2191229410112725,0.9103927985119084,5.0,3
1085726638,10.0,5,11,10.0,0.0,0.0,2013.0,,11.0,0.0,0.0,2013.0,0.0,,,,0.0,10.0,0.0,,5.0,3
140245352,10.0,5,11,100.0,0.0,0.0,2013.0,,9.0,0.0,0.0,2013.0,0.0,-0.8921011290269263,-99.97460549843771,2.0,0.0,10.0,0.0,,5.0,3
366545916,10.0,3,11,3.0,0.0,0.0,2014.0,2017/5/7,11.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,,5.0,3
1185979689,15.0,31,9,0.0,0.0,0.0,2016.0,2017/2/9,11.0,0.0,0.0,2016.0,0.0,,,,0.0,10.0,-0.2205643075293017,-1.22855748575165,5.0,3
552644395,10.0,5,11,10.0,0.0,0.0,2013.0,,11.0,0.0,0.0,2013.0,0.0,,,,0.0,10.0,0.0,,5.0,3
49593012,10.0,5,11,0.0,0.0,0.0,2014.0,2015/3/17,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,,5.0,3
1085932784,10.0,5,11,0.0,0.0,0.0,2015.0,,11.0,0.0,0.0,2015.0,0.0,,,,0.0,10.0,55999.80862916287,0.643173711019174,5.0,3
194970450,10.0,3,11,1000.0,0.0,0.0,2014.0,2015/4/30,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,10000.847488129044,5.0,3
590790420,10.0,5,11,10.0,0.0,0.0,2013.0,,11.0,0.0,0.0,2013.0,0.0,0.8101529894090476,-100.81026970976977,2.0,0.0,10.0,0.0,,5.0,3
1188467492,10.0,3,11,5000.0,0.0,0.0,2014.0,2015/11/17,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,646300.5537752039,5.0,3
27666724,10.0,8,11,500.0,0.0,0.0,2017.0,2018/3/22,11.0,100.10321596001532,0.0,2017.0,0.0,-99.20530516375885,-20.339529793698638,4.0,0.0,10.0,0.0,,5.0,3
901185712,10.0,5,11,0.0,0.0,0.0,2014.0,2015/5/26,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,1.5888187050938498,5.0,3
862518655,10.0,51,9,0.0,0.0,0.0,2017.0,,11.0,0.0,0.0,2017.0,0.0,,,,0.0,10.0,0.0,,5.0,3
170154605,10.0,5,11,0.0,0.0,0.0,2017.0,,11.0,0.4788999550634798,0.0,2017.0,0.0,,,,0.0,10.0,0.0,201.0265356397788,5.0,3
11578219,10.0,5,11,0.0,0.0,0.0,2015.0,,11.0,0.0,0.0,2015.0,0.0,,,,0.0,10.0,0.0,,5.0,3
